University,Institution_Type,City,State,Location,US_News_Ranking_2025,Data_Quality,Acceptance_Rate_Pct,Bach_SAT_25th,Bach_SAT_75th,Bach_SAT_Midpoint,Bach_ACT_25th,Bach_ACT_75th,Bach_ACT_Midpoint,Bach_SAT_ACT_Policy,Bach_Avg_GPA_Admitted,Bach_TOEFL_Min,Bach_IELTS_Min,Bach_Tuition_InState_USD,Bach_Tuition_OutOfState_USD,Bach_Annual_Tuition_USD,Bach_Application_Deadline,Scholarship_Financial_Aid,Masters_Programs_Offered,Masters_Min_GPA_Recommended,Masters_GRE_Policy,Masters_Avg_GRE_Verbal,Masters_Avg_GRE_Quant,Masters_TOEFL_Min,Masters_IELTS_Min,Masters_Annual_Tuition_USD,Masters_Application_Deadline,Masters_LOR_Count,Masters_SOP_Required,TOEFL_IELTS_Source,Data_Source,Official_URL
Carrington College-Boise,Public Community College,Boise,ID,"Boise, ID",Unranked,Estimated (type-based),82.0,815.0,955.0,885.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5000,9500,9500,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://carrington.edu/
Carrington College-Mesa,Public Community College,Mesa,AZ,"Mesa, AZ",Unranked,Estimated (type-based),83.6,840.0,945.0,892.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5300,9800,9800,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://carrington.edu/
Carrington College-Phoenix North,Public Community College,Phoenix,AZ,"Phoenix, AZ",Unranked,Estimated (type-based),84.0,830.0,940.0,885.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5300,9800,9800,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://carrington.edu/
Carrington College-Sacramento,Private University (For-Profit),Sacramento,CA,"Sacramento, CA",Unranked,Estimated (type-based),84.5,930.0,1050.0,990.0,19.0,22.0,20.0,Not required,2.47,80.0,6.5,17800,17800,17800,Rolling admissions,Federal loans and grants; employer tuition assistance accepted,Yes,2.75,Not required,148.0,150.0,85.0,7.0,14800.0,Rolling admissions,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://carrington.edu/
Carrington College-Tucson,Public Community College,Tucson,AZ,"Tucson, AZ",Unranked,Estimated (type-based),84.6,840.0,950.0,895.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5400,9900,9900,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://carrington.edu/
Carroll College,Private University (Nonprofit),Helena,MT,"Helena, MT",Unranked,Estimated (SAT-based),70.9,1050.0,1300.0,1180.0,21.0,27.0,24.0,Test-Optional,3.28,80.0,6.5,41500,41500,41500,November 1 (ED); January 15 (RD),Need-based aid; merit scholarships available,Yes,3.0,Optional for most programs,149.0,153.0,85.0,7.0,36200.0,January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.carroll.edu/
Casa Loma College-Los Angeles,Private University (Nonprofit),Sherman Oaks,CA,"Sherman Oaks, CA",Unranked,Estimated (type-based),42.5,1180.0,1330.0,1270.0,26.0,29.0,28.0,Test-Optional,3.47,80.0,6.5,37700,37700,37700,February 1,Merit and need-based scholarships available,Yes,3.0,Optional (varies by department),156.0,158.0,85.0,7.0,33200.0,December 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.casalomacollege.edu/
Catherine Hinds Institute of Esthetics,Private University (For-Profit),Woburn,MA,"Woburn, MA",Unranked,Estimated (type-based),87.4,945.0,1050.0,997.0,20.0,22.0,21.0,Not required,2.57,80.0,6.5,19200,19200,19200,Rolling admissions,Title IV federal aid eligible,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.catherinehinds.edu/
Catholic Theological Union at Chicago,Private University (Nonprofit),Chicago,IL,"Chicago, IL",Unranked,Estimated (type-based),61.4,1080.0,1240.0,1160.0,23.0,27.0,25.0,Test-Optional,3.17,80.0,6.5,33500,33500,33500,January 1,Merit scholarships and need-based aid available,Yes,2.75,Not required,154.0,156.0,85.0,7.0,26800.0,February 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ctu.edu/
Cayuga County Community College,Public Community College,Auburn,NY,"Auburn, NY",Unranked,Estimated (type-based),86.9,840.0,985.0,912.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,7100,12300,12300,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cayuga-cc.edu/
Cecil College,Public Community College,North East,MD,"North East, MD",Unranked,Estimated (type-based),87.1,810.0,925.0,867.0,16.0,19.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5600,10800,10800,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cecil.edu/
Celebrity Stylist Beauty School,Private University (For-Profit),Monroe,LA,"Monroe, LA",Unranked,Estimated (type-based),87.2,970.0,1085.0,1027.0,20.0,23.0,22.0,Not required,2.62,80.0,6.5,19100,19100,19100,Rolling admissions,Title IV federal aid eligible,No,0.0,Not applicable,0.0,0.0,85.0,7.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.celebritystylistbeautyschool.com/
Centenary College of Louisiana,Private University (Nonprofit),Shreveport,LA,"Shreveport, LA",Unranked,Estimated (SAT-based),55.7,1060.0,1210.0,1140.0,20.0,25.0,22.0,Test-Optional,3.21,79.0,6.5,41200,41200,41200,December 1 (ED); January 1 (RD),Merit and need-based scholarships available,Yes,2.75,Not required,154.0,157.0,84.0,7.0,36300.0,January 1,2.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centenary.edu/
Centenary University,Private University (Nonprofit),Hackettstown,NJ,"Hackettstown, NJ",Unranked,Estimated (type-based),83.1,1020.0,1160.0,1100.0,22.0,25.0,24.0,Test-Optional,3.08,80.0,6.5,37700,37700,37700,January 1,Merit scholarships and need-based aid available,Yes,2.75,Not required,151.0,153.0,85.0,7.0,31300.0,December 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centenaryuniversity.edu/
Central Alabama Community College,Public Community College,Alexander City,AL,"Alexander City, AL",Unranked,Estimated (type-based),83.4,815.0,965.0,890.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,5100,9000,9000,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cacc.edu/
Central Arizona College,Public Community College,Coolidge,AZ,"Coolidge, AZ",Unranked,Estimated (type-based),87.7,815.0,960.0,887.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,2200,4500,4500,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centralaz.edu/
Central Baptist College,Private University (Nonprofit),Conway,AR,"Conway, AR",Unranked,Estimated (SAT-based),63.5,880.0,1120.0,1000.0,17.0,23.0,20.0,Test-Optional,2.96,71.0,6.0,21300,21300,21300,December 1 (ED); January 1 (RD),Institutional grants and scholarships; FAFSA required,Yes,2.75,Not required,153.0,156.0,76.0,6.5,20100.0,December 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cbc.edu/
Central Christian College of Kansas,Private University (Nonprofit),McPherson,KS,"McPherson, KS",Unranked,Estimated (type-based),52.7,1160.0,1300.0,1220.0,25.0,29.0,27.0,Test-Optional,3.35,80.0,6.5,21000,21000,21000,January 1,Institutional grants and scholarships; FAFSA required,Yes,3.0,Optional (varies by department),155.0,157.0,85.0,7.0,18100.0,January 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centralchristian.edu/
Central Christian College of the Bible,Private University (Nonprofit),Moberly,MO,"Moberly, MO",Unranked,Estimated (type-based),67.3,1100.0,1260.0,1170.0,24.0,28.0,26.0,Test-Optional,3.25,80.0,6.5,12200,12200,12200,January 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Optional (varies by department),153.0,155.0,85.0,7.0,10600.0,January 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cccb.edu/
Central College,Private University (Nonprofit),Pella,IA,"Pella, IA",Unranked,Estimated (SAT-based),86.2,1060.0,1120.0,1090.0,20.0,26.0,23.0,Test-Optional,3.1,79.0,6.5,21000,21000,21000,January 1,Institutional grants and scholarships; FAFSA required,Yes,2.75,Not required,151.0,153.0,84.0,7.0,18600.0,February 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.central.edu/
Central Community College,Public Community College,Grand Island,NE,"Grand Island, NE",Unranked,Estimated (type-based),81.9,840.0,950.0,895.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,3400,4800,4800,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cccneb.edu/
Central Connecticut State University,Public University,New Britain,CT,"New Britain, CT",Unranked,Estimated (SAT-based),73.3,960.0,1190.0,1080.0,14.0,20.0,17.0,Test-Optional,3.02,79.0,6.5,13000,16600,16600,Rolling admissions,Need-based aid; merit scholarships; in-state tuition benefit,Yes,2.75,Not required,152.0,154.0,84.0,7.0,10500.0,February 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.ccsu.edu/
Central Lakes College-Brainerd,Public Community College,Brainerd,MN,"Brainerd, MN",Unranked,Estimated (type-based),86.8,825.0,960.0,892.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,6200,6200,6200,August 1,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.clcmn.edu/
Central Louisiana Technical Community College,Public Community College,Alexandria,LA,"Alexandria, LA",Unranked,Estimated (type-based),85.6,855.0,980.0,917.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,4100,4100,4100,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cltcc.edu/
Central Maine Community College,Public Community College,Auburn,ME,"Auburn, ME",Unranked,Estimated (type-based),82.4,850.0,1005.0,927.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,4100,7000,7000,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cmcc.edu/
Central Methodist University-College of Liberal Arts and Sciences,Private University (Nonprofit),Fayette,MO,"Fayette, MO",Unranked,Estimated (SAT-based),56.9,960.0,1040.0,1000.0,17.0,23.0,20.0,Test-Optional,2.85,71.0,6.0,28300,28300,28300,December 1 (ED); January 1 (RD),Merit and need-based scholarships available,Yes,2.75,Not required,154.0,157.0,76.0,6.5,22300.0,December 15,2.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centralmethodist.edu/
Central Michigan University,Public University,Mount Pleasant,MI,"Mount Pleasant, MI",Unranked,Estimated (SAT-based),89.8,960.0,1200.0,1080.0,21.0,27.0,24.0,Test-Optional,3.07,79.0,6.5,14800,14800,14800,January 15,Need-based aid; merit scholarships; in-state tuition benefit,Yes,2.75,Not required,149.0,151.0,84.0,7.0,10700.0,February 1,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cmich.edu/
Central New Mexico Community College,Public Community College,Albuquerque,NM,"Albuquerque, NM",Unranked,Estimated (type-based),82.5,845.0,990.0,917.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,2100,8700,8700,Rolling admissions,FAFSA eligible; community foundation grants,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cnm.edu/
Central Yeshiva Tomchei Tmimim Lubavitz,Private University (Nonprofit),Brooklyn,NY,"Brooklyn, NY",Unranked,Estimated (type-based),87.4,980.0,1120.0,1060.0,21.0,24.0,22.0,Test-Optional,2.96,80.0,6.5,8400,8400,8400,November 1 (ED); January 15 (RD),Merit scholarships and need-based aid available,Yes,2.75,Not required,151.0,153.0,85.0,7.0,5200.0,January 1,3.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://cyttl.edu/
Centre College,Private University (Nonprofit),Danville,KY,"Danville, KY",Unranked,Estimated (SAT-based),54.4,1160.0,1450.0,1300.0,25.0,32.0,28.0,Test-Optional,3.48,84.0,6.5,52800,52800,52800,January 15,Merit scholarships and need-based aid available,Yes,3.3,Optional for most programs,153.0,158.0,89.0,7.0,43800.0,January 15,3.0,Yes,Estimated (SAT-tier proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.centre.edu/
Century College,Public Community College,White Bear Lake,MN,"White Bear Lake, MN",Unranked,Estimated (type-based),87.9,835.0,985.0,910.0,17.0,21.0,19.0,Not required (open admission),N/A (Open Admission),61.0,5.5,6200,6200,6200,August 1,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.century.edu/
Cerritos College,Public Community College,Norwalk,CA,"Norwalk, CA",Unranked,Estimated (type-based),84.6,825.0,940.0,882.0,17.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1400,12000,12000,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.cerritos.edu/
Cerro Coso Community College,Public Community College,Ridgecrest,CA,"Ridgecrest, CA",Unranked,Estimated (type-based),83.8,825.0,935.0,880.0,17.0,19.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1400,11300,11300,Rolling admissions,Federal Pell Grant eligible; state aid available,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://cerrocoso.edu/
Chabot College,Public Community College,Hayward,CA,"Hayward, CA",Unranked,Estimated (type-based),82.8,815.0,950.0,882.0,16.0,20.0,18.0,Not required (open admission),N/A (Open Admission),61.0,5.5,1200,8700,8700,Rolling admissions,Need-based aid; local foundation scholarships,No,0.0,Not applicable,0.0,0.0,66.0,6.0,0.0,Not applicable,0.0,Not applicable,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.chabotcollege.edu/
Chadron State College,Public University,Chadron,NE,"Chadron, NE",Unranked,Estimated (type-based),78.2,1080.0,1230.0,1150.0,23.0,27.0,25.0,Test-Optional,3.25,79.0,6.5,8300,8300,8300,November 30,State and federal aid; merit scholarships available,Yes,2.75,Not required,151.0,153.0,84.0,7.0,7400.0,January 15,2.0,Yes,Estimated (institution-type proxy),US Dept of Education College Scorecard API (verified); TOEFL/IELTS: see TOEFL_IELTS_Source column,https://www.csc.edu/
