University,City,State,Location,SAT_Min,SAT_Max,SAT_Avg,ACT_Min,ACT_Max,ACT_Avg,Tuition_USD,Institution_Type,Deadline,Average_GPA,TOEFL_Min,IELTS_Min,Scholarship_Mentioned,Scholarship_Amount_Examples,Scholarship_Percentages,URL,GPA_Min
Culinary Institute of America,Hyde Park,NY,"Hyde Park, NY",930,1180,1060,17,23,20,39800,Private University,15-Jan,3.04,79,6.5,1,3448-8355,22,http://ciachef.edu/,2.75
Culver-Stockton College,Canton,MO,"Canton, MO",980,1140,1050,21,25,23,30900,Private University,1-Jan,2.98,80,6.5,1,5013-14479,39,http://culver.edu/,2.75
Curry College,Milton,MA,"Milton, MA",1050,1230,1140,16,22,19,48000,Private University,15-Jan,3.24,79,6.5,1,7623-17585,27,http://curry.edu/,2.75
Cuyamaca College,El Cajon,CA,"El Cajon, CA",860,1010,935,18,21,20,11300,Public Community College,1-Aug,3.17,61,5.5,1,8089-14211,30,http://cuyamaca.edu/,0
Cypress College,Cypress,CA,"Cypress, CA",1060,1240,1150,23,27,25,12400,Public University,30-Nov,3.24,79,6.5,1,6863-12605,38,http://cypresscollege.edu/,2.75
DHARMA REALM BUDDHIST UNIVERSITY,Ukiah,CA,"Ukiah, CA",1180,1320,1260,26,29,28,21000,Private University,1-Feb,3.43,80,6.5,1,1104-2112,22,https://www.drbu.edu/,3
Dakota County Technical College,Rosemount,MN,"Rosemount, MN",835,955,895,17,20,18,6700,Public Community College,Rolling,3.17,61,5.5,1,2340-7362,18,http://dctc.edu/,0
Dalton State College,Dalton,GA,"Dalton, GA",1070,1210,1130,23,26,24,10700,Public University,1-Feb,3.1,79,6.5,1,1104-2112,22,https://www.daltonstate.edu/,2.75
Danville Area Community College,Danville,IL,"Danville, IL",860,980,920,18,21,20,7400,Public Community College,Rolling,3.17,61,5.5,1,973-1694,10,http://dacc.edu/,0
Davenport University,Grand Rapids,MI,"Grand Rapids, MI",970,1140,1050,20,25,22,24500,Private University,1-Jan,2.98,80,6.5,1,3178-7406,21,http://davenport.edu/,2.75
David Pressley School of Cosmetology,Royal Oak,MI,"Royal Oak, MI",960,1085,1022,20,23,22,18100,Private University,Rolling,2.63,80,6.5,1,1104-2112,22,https://davidpressleyschool.com/,0
Dawn Career Institute LLC,Newark,DE,"Newark, DE",965,1080,1022,20,23,22,17300,Private University,Rolling,2.68,80,6.5,1,1104-2112,22,https://www.dawncareerinstitute.edu/,0
Dawson Community College,Glendive,MT,"Glendive, MT",860,1010,935,18,21,20,9800,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.dawson.edu/,0
Daytona State College,Daytona Beach,FL,"Daytona Beach, FL",1090,1210,1150,23,26,24,12000,Public University,1-Feb,3.25,79,6.5,1,2115-6236,21,http://daytonastate.edu/,2.75
De Anza College,Cupertino,CA,"Cupertino, CA",830,980,905,17,21,19,12600,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.deanza.edu/,0
DePaul University,Chicago,IL,"Chicago, IL",1140,1330,1240,25,31,28,46000,Private University,1-Jan,3.33,80,6.5,1,8711-14918,35,http://depaul.edu/,3
DePauw University,Greencastle,IN,"Greencastle, IN",1200,1410,1300,28,32,30,59100,Private University,1-Jan,3.48,84,6.5,1,2000-6334,22,http://depauw.edu/,3.3
Dean College,Franklin,MA,"Franklin, MA",1050,1220,1140,22,27,24,46500,Private University,15-Jan,3.18,80,6.5,1,1104-2112,22,https://www.dean.edu/,2.75
Del-Mar-Va Beauty Academy,Salisbury,MD,"Salisbury, MD",935,1070,1002,19,23,21,19300,Private University,Rolling,2.65,80,6.5,1,1104-2112,22,https://www.delmarvabeautyacademy.com/,0
Delaware State University,Dover,DE,"Dover, DE",800,1020,910,20,24,22,20600,Public University,1-Feb,2.67,79,6.5,1,2647-5346,20,http://desu.edu/,2.75
Delaware Technical Community College-Terry,Dover,DE,"Dover, DE",1060,1220,1150,23,27,25,12300,Public University,15-Jan,3.23,79,6.5,1,1104-2112,22,https://www.dtcc.edu/,2.75
Delgado Community College,New Orleans,LA,"New Orleans, LA",855,985,920,17,21,19,4300,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.dcc.edu/,0
Delta College,University Center,MI,"University Center, MI",815,940,877,16,20,18,7900,Public Community College,Rolling,3.17,61,5.5,1,8746-15866,29,http://delta.edu/,0
Delta State University,Cleveland,MS,"Cleveland, MS",920,1210,1070,17,23,20,8600,Public University,1-Feb,3.09,79,6.5,1,3717-9019,16,http://deltastate.edu/,2.75
Denham Springs Beauty School,Denham Springs,LA,"Denham Springs, LA",955,1065,1010,20,23,22,17000,Private University,Rolling,2.61,80,6.5,1,1104-2112,22,https://www.dsbc.edu/,0
Denver Seminary,Littleton,CO,"Littleton, CO",1100,1230,1160,24,27,26,34800,Private University,15-Jan,3.2,80,6.5,1,1104-2112,22,https://www.denverseminary.edu/,2.75
Des Moines Area Community College,Ankeny,IA,"Ankeny, IA",840,985,912,17,21,19,6700,Public Community College,Rolling,3.17,61,5.5,1,1611-2564,11,http://dmacc.edu/,0
Des Moines University-Osteopathic Medical Center,West Des Moines,IA,"West Des Moines, IA",1100,1240,1170,24,27,26,35700,Private University,1-Feb,3.23,80,6.5,1,1104-2112,22,https://www.dmu.edu/,2.75
Design Institute of San Diego,San Diego,CA,"San Diego, CA",950,1065,1007,20,23,22,29300,Private University,Rolling,2.45,80,6.5,1,1104-2112,22,https://www.disd.edu/,2.75
Detroit Business Institute-Downriver,Riverview,MI,"Riverview, MI",960,1090,1025,20,23,22,17300,Private University,Rolling,2.56,80,6.5,1,1104-2112,22,https://www.dbidownriver.edu/,0
Diablo Valley College,Pleasant Hill,CA,"Pleasant Hill, CA",810,950,880,16,20,18,10300,Public Community College,1-Aug,3.17,61,5.5,1,6772-17845,28,http://dvc.edu/,0
Dillard University,New Orleans,LA,"New Orleans, LA",970,1200,1080,18,22,20,23900,Private University,15-Jan,3.02,79,6.5,1,1104-2112,22,https://www.dillard.edu/,2.75
Diman Regional Technical Institute,Fall River,MA,"Fall River, MA",1220,1380,1290,27,31,29,23200,Public University,30-Nov,3.53,79,6.5,1,1104-2112,22,https://www.dimanregional.org/lpn,0
Dine College,Tsaile,AZ,"Tsaile, AZ",1070,1230,1140,23,27,25,1400,Public University,1-Feb,3.19,79,6.5,1,1104-2112,22,https://www.dinecollege.edu/,2.75
Divine Word College,Epworth,IA,"Epworth, IA",1100,1220,1160,24,27,26,15600,Private University,1-Feb,3.16,80,6.5,1,6328-15132,35,http://dwci.edu/,2.75
Doane University,Crete,NE,"Crete, NE",980,1110,1050,21,24,22,44000,Private University,1-Jan,2.99,80,6.5,1,1104-2112,22,https://www.doane.edu/,2.75
Dodge City Community College,Dodge City,KS,"Dodge City, KS",855,980,917,17,21,19,5800,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://dc3.edu/,0
Dominican School of Philosophy & Theology,Berkeley,CA,"Berkeley, CA",1100,1240,1170,24,27,26,36100,Private University,1-Jan,3.24,80,6.5,1,1104-2112,22,https://www.dspt.edu/,2.75
Dominican University,River Forest,IL,"River Forest, IL",880,1100,990,16,26,21,39000,Private University,15-Jan,2.83,71,6,1,5947-7961,16,http://dom.edu/,2.75
Dominican University of California,San Rafael,CA,"San Rafael, CA",1210,1300,1260,19,25,22,52200,Private University,15-Jan,3.36,84,6.5,1,5735-16294,39,http://dominican.edu/,3
Don Roberts School of Hair Design,Schererville,IN,"Schererville, IN",955,1095,1025,20,23,22,18300,Private University,Rolling,2.52,80,6.5,1,1104-2112,22,https://www.donrobertsspaschool.com/,0
Dongguk University Los Angeles,Los Angeles,CA,"Los Angeles, CA",1070,1240,1160,23,27,25,34700,Private University,1-Jan,3.19,80,6.5,1,1104-2112,22,https://www.dula.edu/,2.75
Donnelly College,Kansas City,KS,"Kansas City, KS",1080,1240,1170,23,27,25,10400,Private University,1-Jan,3.23,80,6.5,1,1104-2112,22,https://www.donnelly.edu/,2.75
Dordt University,Sioux Center,IA,"Sioux Center, IA",1070,1330,1200,21,29,25,37000,Private University,1-Jan,3.3,80,6.5,1,1104-2112,22,https://www.dordt.edu/,3
Dorsey College,Madison Heights,MI,"Madison Heights, MI",850,980,915,17,21,19,17000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.dorsey.edu/,0
Drake University,Des Moines,IA,"Des Moines, IA",1110,1350,1230,24,29,26,52100,Private University,1-Jan,3.35,80,6.5,1,6334-15698,26,http://drake.edu/,3
Drew University,Madison,NJ,"Madison, NJ",1100,1340,1220,24,30,27,47100,Private University,15-Jan,3.38,80,6.5,1,5245-8446,15,http://drew.edu/,3
Drury University,Springfield,MO,"Springfield, MO",1130,1290,1210,22,29,26,36700,Private University,1-Jan,3.33,80,6.5,1,7599-19275,33,http://drury.edu/,3
Dunwoody College of Technology,Minneapolis,MN,"Minneapolis, MN",1050,1190,1120,18,26,22,27800,Private University,1-Jan,3.15,79,6.5,1,1104-2112,22,https://www.dunwoody.edu/,2.75
Earlham College,Richmond,IN,"Richmond, IN",1110,1290,1200,24,33,28,53900,Private University,1-Jan,3.31,80,6.5,1,6539-12271,31,http://earlham.edu/,3
East Arkansas Community College,Forrest City,AR,"Forrest City, AR",850,990,920,17,21,19,4400,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.eacc.edu/,0
East Central College,Union,MO,"Union, MO",850,955,902,17,20,18,7700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.eastcentral.edu/,0
East Central Community College,Decatur,MS,"Decatur, MS",850,970,910,17,20,18,6300,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.eccc.edu/,0
East Georgia State College,Swainsboro,GA,"Swainsboro, GA",1070,1210,1140,23,26,24,9900,Public University,1-Mar,3.15,79,6.5,1,2281-5386,20,http://ega.edu/,2.75
East Los Angeles College,Monterey Park,CA,"Monterey Park, CA",855,980,917,17,21,19,10600,Public Community College,Rolling,3.17,61,5.5,1,7896-17211,28,http://elac.edu/,0
East Mississippi Community College,Scooba,MS,"Scooba, MS",835,950,892,17,20,18,7400,Public Community College,Rolling,3.17,61,5.5,1,1462-2277,16,http://eastms.edu/,0
East-West University,Chicago,IL,"Chicago, IL",1090,1260,1170,23,28,26,25400,Private University,15-Jan,3.29,80,6.5,1,1104-2112,22,https://www.eastwest.edu/,2.75
Eastern Arizona College,Thatcher,AZ,"Thatcher, AZ",1070,1240,1150,23,27,25,9600,Public University,1-Feb,3.25,79,6.5,1,1104-2112,22,https://www.eac.edu/,2.75
Eastern Connecticut State University,Willimantic,CT,"Willimantic, CT",1070,1260,1160,17,23,20,17400,Public University,Rolling,3.2,80,6.5,1,2631-6161,24,http://easternct.edu/,3
Eastern Florida State College,Melbourne,FL,"Melbourne, FL",1070,1230,1150,23,27,25,9700,Public University,30-Nov,3.26,79,6.5,1,1104-2112,22,https://www.easternflorida.edu/,2.75
Eastern Illinois University,Charleston,IL,"Charleston, IL",880,1090,980,12,18,15,16200,Public University,15-Jan,2.83,71,6,1,5406-10729,25,http://eiu.edu/,2.75
Eastern Iowa Community College District,Davenport,IA,"Davenport, IA",860,965,912,18,20,19,6500,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.eicc.edu/,0
Eastern Kentucky University,Richmond,KY,"Richmond, KY",880,1080,980,19,25,22,21200,Public University,1-Mar,2.83,71,6,1,5876-8236,24,http://eku.edu/,2.75
Eastern Maine Community College,Bangor,ME,"Bangor, ME",850,1005,927,17,21,19,7000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.emcc.edu/,0
Eastern Michigan University,Ypsilanti,MI,"Ypsilanti, MI",920,1170,1040,18,27,22,16200,Public University,15-Jan,3.01,71,6,1,3076-5683,19,http://emich.edu/,2.75
Eastern Nazarene College,Quincy,MA,"Quincy, MA",1090,1240,1170,23,27,25,29900,Private University,15-Jan,3.26,80,6.5,1,1104-2112,22,https://www.enc.edu/,2.75
Eastern New Mexico University-Main Campus,Portales,NM,"Portales, NM",830,1060,940,17,23,20,9200,Public University,Rolling,2.8,74,6,1,1104-2112,22,https://www.enmu.edu/,2.75
Eastern New Mexico University-Roswell Campus,Roswell,NM,"Roswell, NM",830,965,897,17,20,18,5600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.roswell.enmu.edu/,0
Eastwick College-Hackensack,Hackensack,NJ,"Hackensack, NJ",960,1060,1010,20,23,22,18100,Private University,Rolling,2.48,80,6.5,1,1104-2112,22,https://www.eastwickcollege.edu/,2.75
Eastwick College-Nutley,Nutley,NJ,"Nutley, NJ",820,965,892,17,20,18,15800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.eastwickcollege.edu/,0
Eastwick College-Ramsey,Ramsey,NJ,"Ramsey, NJ",950,1095,1022,20,23,22,18100,Private University,Rolling,2.61,80,6.5,1,1104-2112,22,https://www.eastwickcollege.edu/,2.75
Eckerd College,Saint Petersburg,FL,"Saint Petersburg, FL",1160,1330,1240,24,29,26,51900,Private University,1-Feb,3.35,80,6.5,1,8899-16165,37,http://eckerd.edu/,3
Eden Theological Seminary,Webster Groves,MO,"Webster Groves, MO",1110,1240,1170,24,27,26,37900,Private University,1-Feb,3.28,80,6.5,1,1104-2112,22,https://www.eden.edu/,2.75
Educators of Beauty College of Cosmetology-Peru,PERU,IL,"PERU, IL",960,1070,1015,20,23,22,16800,Private University,Rolling,2.66,80,6.5,1,1104-2112,22,https://www.educatorsofbeauty.com/,0
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,"Sterling, IL",940,1050,995,20,22,21,16800,Private University,Rolling,2.76,80,6.5,1,1104-2112,22,https://www.educatorsofbeauty.com/,0
Edward Waters University,Jacksonville,FL,"Jacksonville, FL",1040,1180,1110,22,26,24,16400,Private University,1-Jan,3.14,80,6.5,1,1104-2112,22,https://www.ew.edu/,2.75
El Camino Community College District,Torrance,CA,"Torrance, CA",835,960,897,17,20,18,7600,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.elcamino.edu/,0
Elgin Community College,Elgin,IL,"Elgin, IL",825,960,892,17,20,18,9500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.elgin.edu/,0
Elizabethtown Community and Technical College,Elizabethtown,KY,"Elizabethtown, KY",830,970,900,17,20,18,6400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://elizabethtown.kctcs.edu/,0
Ellsworth Community College,Iowa Falls,IA,"Iowa Falls, IA",810,920,865,16,19,18,6500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://ecc.iavalley.edu/,0
Elmhurst University,Elmhurst,IL,"Elmhurst, IL",990,1260,1120,23,30,26,43000,Private University,1-Feb,3.13,79,6.5,1,1104-2112,22,https://www.elmhurst.edu/,2.75
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,"Daytona Beach, FL",1160,1360,1260,24,30,27,44200,Private University,1-Jan,3.4,84,6.5,1,1104-2112,22,https://daytonabeach.erau.edu/,3
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,"Prescott, AZ",1140,1370,1260,24,29,26,44100,Private University,1-Jan,3.39,84,6.5,1,1104-2112,22,https://prescott.erau.edu/,3
Emerson College,Boston,MA,"Boston, MA",1270,1420,1340,29,32,30,57100,Private University,1-Feb,3.62,84,6.5,1,5729-10670,27,http://emerson.edu/,3.3
Emily Griffith Technical College,Denver,CO,"Denver, CO",1040,1190,1130,22,26,24,20600,Public University,1-Feb,3.11,79,6.5,1,1104-2112,22,https://www.emilygriffith.edu/,0
Emmanuel College,Boston,MA,"Boston, MA",1170,1340,1260,19,25,22,48600,Private University,15-Jan,3.38,84,6.5,1,7271-17218,32,http://emmanuel.edu/,3
Emmanuel University,Franklin Springs,GA,"Franklin Springs, GA",1040,1200,1120,22,26,24,25500,Private University,15-Jan,3.09,80,6.5,1,1104-2112,22,https://www.ec.edu/,2.75
Emmaus Bible College,Dubuque,IA,"Dubuque, IA",1120,1320,1220,21,30,26,20800,Private University,15-Jan,3.37,80,6.5,1,1104-2112,22,https://www.emmaus.edu/,3
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,"Santa Monica, CA",950,1085,1017,20,23,22,17500,Private University,Rolling,2.72,80,6.5,1,1104-2112,22,https://www.emperors.edu/,2.75
Empire Beauty School-Bloomington,Bloomington,MN,"Bloomington, MN",960,1085,1022,20,23,22,17700,Private University,Rolling,2.44,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Chandler,Chandler,AZ,"Chandler, AZ",930,1065,997,19,23,21,17700,Private University,Rolling,2.62,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Chenoweth,Louisville,KY,"Louisville, KY",950,1060,1005,20,23,22,17700,Private University,Rolling,2.46,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,"Cherry Hill, NJ",955,1090,1022,20,23,22,17700,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Dixie,Louisville,KY,"Louisville, KY",950,1070,1010,20,23,22,17700,Private University,Rolling,2.72,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Elizabethtown,Elizabethtown,KY,"Elizabethtown, KY",955,1080,1017,20,23,22,17700,Private University,Rolling,2.66,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Florence,Florence,KY,"Florence, KY",965,1110,1037,20,24,22,17700,Private University,Rolling,2.68,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Laconia,Laconia,NH,"Laconia, NH",940,1075,1007,20,23,22,17700,Private University,Rolling,2.52,80,6.5,1,1104-2112,22,https://www.empirebeautyschools.com/,0
Empire Beauty School-Maine,Bangor,ME,"Bangor, ME",930,1035,982,19,22,20,17700,Private University,Rolling,2.68,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Michigan,Grand Rapids,MI,"Grand Rapids, MI",955,1065,1010,20,23,22,17700,Private University,Rolling,2.46,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Queens,Astoria,NY,"Astoria, NY",945,1075,1010,20,23,22,17700,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Somersworth,Somersworth,NH,"Somersworth, NH",940,1075,1007,20,23,22,17700,Private University,Rolling,2.54,80,6.5,1,1104-2112,22,https://www.empirebeautyschools.com/,0
Empire Beauty School-Thornton,Thornton,CO,"Thornton, CO",950,1075,1012,20,23,22,17700,Private University,Rolling,2.41,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Tucson,Tucson,AZ,"Tucson, AZ",975,1090,1032,20,23,22,17700,Private University,Rolling,2.64,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Empire Beauty School-Union,Union,NJ,"Union, NJ",955,1075,1015,20,23,22,17700,Private University,Rolling,2.73,80,6.5,1,1104-2112,22,https://www.empire.edu/,0
Emporia State University,Emporia,KS,"Emporia, KS",1050,1190,1120,18,24,21,15400,Public University,1-Mar,3.14,79,6.5,1,2912-7271,18,http://emporia.edu/,2.75
Endicott College,Beverly,MA,"Beverly, MA",1190,1340,1270,25,30,28,40600,Private University,1-Jan,3.42,84,6.5,1,8662-15299,31,http://endicott.edu/,3
Enterprise State Community College,Enterprise,AL,"Enterprise, AL",850,970,910,17,20,18,9000,Public Community College,Rolling,3.17,61,5.5,1,1577-2657,12,http://escc.edu/,0
Epic Bible College & Graduate School,Sacramento,CA,"Sacramento, CA",1080,1220,1160,23,27,25,15100,Private University,1-Jan,3.2,80,6.5,1,1104-2112,22,https://epic.edu/,2.75
Essex County College,Newark,NJ,"Newark, NJ",845,965,905,17,20,18,9500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.essex.edu/,0
Eureka College,Eureka,IL,"Eureka, IL",1000,1150,1080,21,25,23,29100,Private University,1-Jan,3.02,80,6.5,1,1104-2112,22,https://www.eureka.edu/,2.75
Evangel University,Springfield,MO,"Springfield, MO",1040,1260,1150,21,27,24,28500,Private University,15-Jan,3.15,80,6.5,1,2124-6993,23,http://evangel.edu/,3
Evergreen Valley College,San Jose,CA,"San Jose, CA",835,975,905,17,20,18,8700,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.evc.edu/,0
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,"Los Angeles, CA",960,1065,1012,20,23,22,35000,Private University,Rolling,2.66,80,6.5,1,1104-2112,22,https://www.fidm.edu/,2.75
Fairfield University,Fairfield,CT,"Fairfield, CT",1260,1390,1320,29,32,30,58400,Private University,15-Jan,3.5,84,6.5,1,2916-7314,18,http://fairfield.edu/,3.3
Fairleigh Dickinson University-Florham Campus,Madison,NJ,"Madison, NJ",1030,1150,1090,22,25,24,38000,Private University,1-Jan,3.12,80,6.5,1,1104-2112,22,https://www.fdu.edu/,2.75
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,"Teaneck, NJ",1020,1180,1100,22,26,24,38000,Private University,1-Jan,3.14,80,6.5,1,1104-2112,22,https://www.fdu.edu/,2.75
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,"Ankeny, IA",990,1190,1090,19,26,22,20300,Private University,1-Jan,3.08,79,6.5,1,1104-2112,22,https://faith.edu/,2.75
